manudur,rikisfang,atvinnugrein,fjoldi
2025-09,Íslenskt ríkisfang,Fasteignaviðskipti,40
2025-10,Íslenskt ríkisfang,Fasteignaviðskipti,46
2025-11,Íslenskt ríkisfang,Fasteignaviðskipti,58
2025-12,Íslenskt ríkisfang,Fasteignaviðskipti,67
2026-01,Íslenskt ríkisfang,Fasteignaviðskipti,73
2026-02,Íslenskt ríkisfang,Fasteignaviðskipti,70
2026-03,Íslenskt ríkisfang,Fasteignaviðskipti,70
2000-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",33
2000-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",38
2000-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",34
2000-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",33
2000-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",31
2000-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",26
2000-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",24
2000-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",23
2000-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",25
2000-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",26
2000-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",27
2001-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",29
2001-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",22
2001-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",26
2001-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",34
2001-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",45
2001-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",44
2001-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",44
2001-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",34
2001-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",41
2001-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2001-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",56
2001-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",54
2002-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",59
2002-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",69
2002-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",78
2002-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",74
2002-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",79
2002-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",79
2002-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",84
2002-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",77
2002-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",73
2002-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",93
2002-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",94
2002-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",117
2003-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",135
2003-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",148
2003-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",143
2003-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",138
2003-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",143
2003-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",127
2003-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",117
2003-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",107
2003-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",102
2003-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",112
2003-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",108
2003-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",112
2004-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",112
2004-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",121
2004-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",108
2004-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",99
2004-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",107
2004-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",110
2004-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",104
2004-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",93
2004-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",81
2004-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",74
2004-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",65
2004-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",64
2005-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",67
2005-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",65
2005-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",68
2005-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",70
2005-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",72
2005-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",64
2005-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",63
2005-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2005-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2005-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2005-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",46
2005-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",43
2006-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",36
2006-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42
2006-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",40
2006-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",41
2006-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52
2006-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2006-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",57
2006-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",45
2006-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",45
2006-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",41
2006-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",45
2006-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42
2007-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",45
2007-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",56
2007-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",53
2007-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52
2007-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",57
2007-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",50
2007-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",49
2007-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",34
2007-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",35
2007-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",39
2007-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",40
2007-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",34
2008-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",27
2008-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",22
2008-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",26
2008-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",20
2008-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",23
2008-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",32
2008-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",35
2008-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42
2008-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",43
2008-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",74
2008-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",161
2008-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",246
2009-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",395
2009-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",629
2009-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",689
2009-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",740
2009-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",752
2009-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",724
2009-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",706
2009-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",684
2009-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",642
2009-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",637
2009-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",645
2009-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",620
2010-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",601
2010-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",609
2010-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",593
2010-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",558
2010-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",521
2010-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",498
2010-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",486
2010-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",467
2010-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",447
2010-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",447
2010-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",436
2010-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",429
2011-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",440
2011-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",443
2011-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",451
2011-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",437
2011-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",402
2011-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",398
2011-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",389
2011-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",387
2011-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",364
2011-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",356
2011-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",352
2011-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",358
2012-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",311
2012-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",308
2012-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",310
2012-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",300
2012-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",278
2012-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",245
2012-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",238
2012-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",222
2012-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",222
2012-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",224
2012-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",241
2012-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",253
2013-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",246
2013-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",246
2013-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",232
2013-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",231
2013-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",219
2013-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",213
2013-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",216
2013-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",204
2013-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",181
2013-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",199
2013-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",204
2013-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",205
2014-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",216
2014-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",228
2014-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",220
2014-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",225
2014-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",215
2014-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",181
2014-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",186
2014-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",165
2014-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",171
2014-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",178
2014-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",169
2014-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",180
2015-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",169
2015-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",166
2015-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",174
2015-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",169
2015-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",162
2015-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",164
2015-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",166
2015-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",157
2015-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",151
2015-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",154
2015-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",154
2015-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",151
2016-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",165
2016-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",154
2016-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",158
2016-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",159
2016-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",146
2016-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",147
2016-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",141
2016-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",126
2016-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",131
2016-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",130
2016-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",139
2016-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",138
2017-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",146
2017-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",140
2017-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",136
2017-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",133
2017-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",129
2017-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",118
2017-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",112
2017-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",117
2017-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",115
2017-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",113
2017-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",119
2017-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",125
2018-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",128
2018-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",120
2018-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",119
2018-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",120
2018-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",126
2018-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",114
2018-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",123
2018-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",126
2018-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",119
2018-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",118
2018-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",127
2018-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",131
2019-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",137
2019-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",138
2019-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",160
2019-04,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",174
2019-05,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",170
2019-06,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",174
2019-07,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",190
2019-08,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",186
2019-09,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",197
2019-10,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",209
2019-11,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",222
2019-12,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",222
2020-01,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",242
2020-02,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",252
2020-03,Íslenskt ríkisfang,"Sérfræðileg, vísindaleg og tæknileg starfsemi",327
